month,regional_team,bnf_code,bnf_name,drug,items,quantity
2022-05-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6181,27559.0
2023-08-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7960,38132.0
2023-08-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4715,20054.0
2025-04-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2172,11172.0
2024-12-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3260,14126.0
2020-10-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5062,21107.0
2024-06-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3220,14122.0
2022-08-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2022-01-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2023-09-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9181,39668.0
2023-07-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6735,28477.0
2022-11-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7062,30169.0
2021-07-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2024-01-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3802,19207.0
2022-07-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2020-12-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3572,14989.0
2024-04-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5078,22049.0
2024-06-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2563,13247.0
2021-03-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4636,20481.0
2020-06-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6061,26041.0
2025-01-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3319,14244.0
2022-08-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7257,30893.0
2022-04-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4040,20966.0
2020-01-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2884,12185.0
2021-02-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2745,13742.0
2020-04-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3354,14911.0
2020-07-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5139,24660.0
2020-07-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3632,16247.0
2024-05-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2269,10109.0
2025-04-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1888,7979.0
2024-11-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4324,19012.0
2024-03-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3665,16485.0
2023-10-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7429,35298.0
2024-10-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3664,15946.0
2020-11-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4590,19679.0
2021-09-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2020-12-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7256,31157.0
2024-07-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4285,18901.0
2023-09-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4321,19107.0
2023-03-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6839,29307.0
2020-02-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2938,13129.0
2023-09-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4543,19416.0
2022-02-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8271,40771.0
2024-08-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3940,17402.0
2023-07-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6825,29013.0
2022-06-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7227,31081.0
2021-09-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3412,16879.0
2021-11-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8668,37046.0
2022-12-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5457,24042.0
2021-01-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6933,29747.0
2020-01-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4379,20988.0
2025-03-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2880,12482.0
2024-12-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4003,18895.0
2023-01-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6703,28487.0
2020-11-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6598,28301.0
2022-04-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,10835,49323.0
2024-06-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3927,17000.0
2023-11-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7458,35545.0
2021-06-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2023-07-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8021,38418.0
2022-11-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4824,20546.0
2021-12-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2,8.0
2024-09-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2519,11031.0
2025-04-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3785,16571.0
2020-09-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6568,28206.0
2020-08-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4396,18341.0
2020-06-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4827,23003.0
2024-04-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3631,18655.0
2020-12-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4237,18792.0
2023-04-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6223,26616.0
2022-06-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3988,20032.0
2022-12-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9964,43330.0
2022-01-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7406,34902.0
2022-02-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5851,26804.0
2025-03-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2914,12582.0
2024-09-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3666,15941.0
2022-01-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4144,17365.0
2022-01-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8728,37415.0
2022-08-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7610,32339.0
2022-10-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7032,30041.0
2023-06-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8133,38801.0
2022-02-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9720,44212.0
2022-06-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9786,42705.0
2021-04-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3728,15653.0
2020-12-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5119,21929.0
2021-07-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6040,25151.0
2024-11-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3358,14332.0
2025-02-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1609,7234.0
2023-02-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6193,26363.0
2020-08-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2913,12218.0
2023-05-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6597,27908.0
2024-02-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3290,16757.0
2020-10-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3847,17207.0
2021-07-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3290,16329.0
2021-06-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3896,16302.0
2023-10-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6176,26073.0
2020-11-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2728,13716.0
2021-01-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3351,14116.0
2024-08-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5106,22878.0
2021-02-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5574,26544.0
2021-11-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6252,26230.0
2024-03-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3960,20636.0
2021-04-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5471,23250.0
2024-08-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3889,16850.0
2023-08-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6485,27465.0
2024-03-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8343,37419.0
2024-05-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4224,20063.0
2023-01-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9409,40869.0
2022-10-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7376,31175.0
2022-10-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8353,40038.0
2021-04-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5683,23641.0
2025-01-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4203,18456.0
2021-08-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3141,15697.0
2020-03-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4619,19319.0
2021-09-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6166,26089.0
2022-05-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2024-09-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4342,21148.0
2022-09-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5867,25871.0
2022-07-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,10007,43331.0
2021-11-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6209,26299.0
2022-12-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4760,20281.0
2022-08-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8621,40952.0
2020-03-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5016,24290.0
2024-05-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3888,17025.0
2022-12-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6938,29721.0
2023-06-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6928,29218.0
2022-10-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4905,20887.0
2020-11-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3226,13607.0
2022-01-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6461,27224.0
2023-06-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4729,19995.0
2020-11-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5442,25992.0
2024-08-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2857,14698.0
2021-08-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3908,16277.0
2025-02-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2787,11908.0
2024-06-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3779,18521.0
2021-05-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2939,14657.0
2020-06-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4270,18302.0
2024-03-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6997,34008.0
2024-04-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5947,28812.0
2021-12-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6751,28189.0
2022-09-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,10325,44635.0
2022-03-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8730,40164.0
2021-04-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7727,33044.0
2020-03-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3416,15393.0
2022-04-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8003,36116.0
2021-10-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7016,33112.0
2021-11-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7232,33948.0
2022-05-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7586,33126.0
2022-07-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,8504,41101.0
2022-09-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2020-02-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2269,11188.0
2022-05-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7408,32348.0
2023-05-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9224,39990.0
2024-11-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3894,18706.0
2024-09-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4766,21194.0
2023-10-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6641,28462.0
2024-05-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2885,12420.0
2022-08-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5801,25453.0
2021-12-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7821,37116.0
2020-08-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3371,15058.0
2022-06-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7219,31061.0
2022-06-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2022-07-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7339,31438.0
2023-10-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9305,40338.0
2020-05-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3278,14593.0
2021-10-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6040,25483.0
2021-06-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6072,25229.0
2023-09-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7674,36773.0
2023-01-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6855,29273.0
2023-06-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,9645,41770.0
2024-04-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5104,22306.0
2020-12-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5474,22871.0
2022-05-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4080,20955.0
2022-09-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4155,20830.0
2020-07-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2687,13365.0
2021-11-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5274,22928.0
2024-08-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2179,9911.0
2024-03-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6114,27097.0
2021-04-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6375,30321.0
2024-09-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3638,15659.0
2024-04-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2976,13439.0
2023-02-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3528,17604.0
2022-07-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5688,25090.0
2022-02-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4617,20227.0
2022-03-01,,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1,4.0
2020-10-01,Y60,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6631,28411.0
2021-01-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4110,18311.0
2020-11-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3786,16892.0
2020-03-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3164,13406.0
2020-06-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4489,18697.0
2025-03-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,1643,7430.0
2025-03-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2198,11087.0
2020-09-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3726,16560.0
2021-05-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3631,15215.0
2021-03-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6325,30241.0
2021-11-01,Y62,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4212,17750.0
2024-02-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5480,26442.0
2020-06-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2529,12614.0
2021-05-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6193,29258.0
2023-03-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,5147,22755.0
2022-12-01,Y63,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,7133,30289.0
2020-05-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,2456,12214.0
2024-08-01,Y59,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4447,21660.0
2023-06-01,Y56,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,3996,19948.0
2021-08-01,Y58,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,4815,21091.0
2021-12-01,Y61,0601023AQBBABAB,Trulicity 1.5mg/0.5ml solution for injection pre-filled pens,Dulaglutide,6668,28287.0
